ID,V1,V1,V2,FEMALE,NUMVEH,VEH3MORE,AGE18_29,AGE30_64,AGE65,LESS100,OVER100,LESS250,OVER250,UNO,SERO,DRIVE,SAFE,TECH,IFVEH,MOB,REGVEH,AV,SAV
461,0,1.550687706,1.161914335,0,2,0,1,0,0,0,1,1,0,1,0,0.392321271,0.644429814,0.505632443,1,0.965338221,0,1,0
462,0,1.329761159,-0.156496668,1,4,1,0,1,0,0,1,1,0,1,0,1.000224395,-0.855566436,-1.15177849,1,0.824258318,1,0,0
463,0,1.636327436,1.132967092,0,2,0,0,1,0,0,1,1,0,1,0,-1.092851727,1.467015921,1.144778138,1,-0.398070687,0,1,0
464,0,0.483233384,-0.36841686,1,2,0,1,0,0,1,0,0,0,1,0,-0.49814374,1.854874005,-0.772658946,1,0.469714073,0,1,0
465,0,2.06706792,1.918179953,1,1,0,1,0,0,1,0,0,0,1,0,-0.218805938,-0.6621734,-1.15177849,1,-0.135910074,0,1,0
466,0,-0.148230497,-1.233297165,1,2,0,0,1,0,1,0,0,0,1,0,0.213818429,0.527071083,-1.15177849,1,-0.013637952,1,0,0
467,0,-0.36793847,0.896605822,1,2,0,1,0,0,1,0,0,0,1,0,0.891767268,-1.125392222,-0.259886433,1,0.238633363,0,0,1
468,0,-0.635157437,-0.208345687,1,1,0,1,0,0,1,0,0,0,1,0,-1.246740809,-0.371549329,0.505632443,1,-1.234775545,1,0,0
469,0,0.925064521,1.14876405,0,2,0,1,0,0,1,0,0,0,1,0,0.29705928,0.527071083,-0.386259614,1,-0.6602313,0,1,0
470,0,0.832616465,0.689228643,1,2,0,1,0,0,1,0,0,0,1,0,1.162308015,-1.111483606,0.1265129,1,0.542098512,1,0,0
471,0,-1.122874105,0.191256614,0,1,0,0,1,0,1,0,0,0,1,0,-1.280151624,2.296893119,0.379259262,1,-0.295797758,0,1,0
472,0,-0.811126096,0.325721506,1,2,0,1,0,0,1,0,0,0,1,0,-0.277433029,-0.260808122,-0.899032127,1,0.268521854,1,0,0
473,0,-0.485681099,-1.962436385,1,2,0,0,1,0,0,1,0,1,1,0,-1.014008958,0.451036778,0.379259262,1,-0.104830171,0,1,0
474,0,0.048633696,-0.832447691,1,1,0,1,0,0,1,0,0,0,1,0,0.29705928,1.107648636,-0.259886433,1,-0.911311204,0,1,0
475,0,-0.416820163,0.72500581,1,1,0,0,0,1,1,0,0,0,1,0,0.109759384,0.319769431,0.505632443,1,0.077554267,1,0,0
476,0,-0.899326416,-1.10632395,1,0,0,1,0,0,1,0,0,0,1,0,0.725285566,-1.367400776,0.379259262,0,-0.366990784,1,0,0
477,0,0.098504277,1.000183141,0,4,1,1,0,0,1,0,0,0,1,0,-1.118068004,-0.094432451,0.1265129,1,0.268521854,0,1,0
478,0,0.336738506,-1.30409822,0,3,1,0,1,0,0,1,0,1,1,0,1.536907808,-1.367400776,1.144778138,1,0.965338221,1,0,0
479,0,1.97882198,1.952857274,1,4,1,1,0,0,0,1,0,1,1,0,0.800331878,0.263862822,-0.259886433,1,0.733066099,0,1,0
480,0,-0.481207239,0.322807447,1,1,0,0,1,0,1,0,0,0,1,0,-0.090133133,0.146504091,-0.259886433,1,-0.366990784,1,0,0
481,0,-0.662018918,2.163510669,1,3,1,1,0,0,1,0,0,0,1,0,0.392321271,-1.125392222,0.505632443,1,0.542098512,0,0,1
482,0,0.901065731,-0.21878137,1,1,0,0,0,1,1,0,0,0,1,0,0.29705928,0.077760877,-0.512632795,1,-0.134718662,0,1,0
483,0,-0.031030218,0.195121311,1,4,1,0,1,0,0,1,1,0,1,0,-0.277433029,-0.570164846,0.505632443,1,0.378521854,1,0,0
484,0,-1.225713008,0.112115596,0,1,0,1,0,0,1,0,0,0,1,0,-0.685443636,0.319769431,0.505632443,1,0.500793977,1,0,0
485,0,1.059441224,0.246145969,1,3,1,1,0,0,0,1,1,0,1,0,0.380300131,0.527071083,0.1265129,1,0.450906293,0,1,0
486,0,0.580170992,-1.249377255,0,3,1,0,1,0,1,0,0,0,1,0,0.484359177,-1.111483606,-0.512632795,1,0.21863417,1,0,0
487,0,2.130942463,0.811493732,1,1,0,0,0,1,1,0,0,0,1,0,0.633850176,-0.6621734,-1.025405309,1,0.127441951,0,1,0
488,0,-1.408164384,0.390438896,1,2,0,0,1,0,0,1,1,0,1,0,0.22641105,-0.63890806,0.505632443,1,0.500793977,1,0,0
489,0,0.131017651,1.094104016,1,1,0,1,0,0,1,0,0,0,1,0,-0.315241926,0.244408693,-0.386259614,1,-0.458183004,0,0,1
490,0,1.905324456,-0.050044364,1,2,0,0,1,0,1,0,0,0,1,0,-1.118068004,0.609722913,1.144778138,1,0.378521854,0,1,0
491,0,0.286833759,0.13677101,0,3,1,0,0,1,1,0,0,0,1,0,1.795427416,-1.367400776,-0.639005976,1,0.965338221,1,0,0
492,0,-0.774750883,-0.298596305,1,4,1,1,0,0,1,0,0,0,1,0,-0.006892282,0.327060523,1.144778138,1,0.500793977,1,0,0
493,0,0.289270479,0.18361688,1,2,0,0,1,0,1,0,0,0,1,0,0.492553715,-1.392750953,-1.15177849,1,-0.64915059,1,0,0
494,0,-2.2358723,-3.142366904,1,1,0,0,0,1,1,0,0,0,1,0,1.349607911,-1.367400776,1.144778138,1,0.542098512,1,0,0
495,0,1.85164559,-0.068555978,1,1,0,1,0,0,1,0,0,0,1,0,0.238432189,-1.111483606,-0.772658946,1,0.733066099,0,1,0
496,0,0.84122235,-0.387474693,1,2,0,0,1,0,1,0,0,0,1,0,-0.868345451,-0.219082273,0.505632443,1,-1.184552527,0,1,0
497,0,2.030552249,-0.009071691,1,3,1,1,0,0,1,0,0,0,1,0,0.522168074,1.225007367,0.1265129,1,-0.184606346,0,1,0
498,0,0.689960349,0.74118939,1,2,0,0,1,0,1,0,0,0,1,0,-0.5227575,-0.883383668,-1.538177822,1,-1.234775545,0,0,1
499,0,-0.236173036,-0.722505696,0,3,1,1,0,0,1,0,0,0,1,0,-0.930768107,-0.800731839,-0.899032127,1,-0.64915059,1,0,0
500,0,1.520969608,0.620444566,0,2,0,1,0,0,0,1,1,0,1,0,0.754899924,1.60557436,0.765658594,1,0.30982639,0,1,0
501,0,0.596658133,-0.334188265,1,2,0,1,0,0,1,0,0,0,1,0,0.071950487,-0.869475052,-0.259886433,1,-0.508070687,1,0,0
502,0,0.815372431,1.243002963,1,4,1,1,0,0,0,1,0,1,1,0,-0.123543947,0.091669494,-0.512632795,1,-0.275798565,0,0,1
503,0,2.693192677,2.066461126,0,2,0,0,1,0,1,0,0,0,1,0,-0.414902889,1.474307013,-0.133513252,1,0.591986196,0,1,0
504,0,0.241029857,1.083065732,0,2,0,0,0,1,1,0,0,0,1,0,0.322275557,-0.343732096,-0.512632795,1,0.500793977,1,0,0
505,0,-1.875453307,-0.451530358,1,2,0,0,1,0,1,0,0,0,1,0,0.193000235,-0.880916613,-0.512632795,1,0.066473557,1,0,0
506,0,0.254169637,-0.061339205,1,3,1,1,0,0,1,0,0,0,1,0,-0.439516649,0.195119608,-0.512632795,1,0.127441951,0,1,0
507,0,-0.705037399,-0.800458423,1,2,0,1,0,0,1,0,0,0,1,0,-0.331662038,0.066319316,-0.772658946,1,0.965338221,1,0,0
508,0,-0.375021409,-3.211592869,1,0,0,1,0,0,1,0,0,0,1,0,0.168386475,0.395803736,-0.133513252,0,-0.256990784,1,0,0
509,0,0.988006398,0.448915749,1,3,1,1,0,0,0,1,1,0,1,0,0.038539673,0.063852261,0.379259262,1,0.077554267,0,1,0
510,0,-0.746889161,-0.060802932,1,1,0,1,0,0,1,0,0,0,1,0,-0.576986509,0.333678047,0.379259262,1,-0.043526443,1,0,0
511,0,-1.162135502,0.973079356,1,1,0,0,1,0,0,1,1,0,1,0,-1.201308855,1.930234743,1.018404957,1,-2.364720919,0,0,1
512,0,-0.554044456,0.035596316,0,2,0,1,0,0,1,0,0,0,1,0,-1.550692371,1.772222176,-1.411804641,1,-2.113641016,0,1,0
513,0,-0.598047989,0.055655934,0,2,0,1,0,0,1,0,0,0,1,0,-1.196910773,0.900346984,0.505632443,1,0.32863417,0,1,0
514,0,1.387041653,-1.235900608,1,2,0,1,0,0,1,0,0,0,1,0,-1.163499958,0.37567604,-0.133513252,1,-0.720343617,0,1,0
515,0,-1.179454894,-0.65880896,1,3,1,1,0,0,1,0,0,0,1,0,-0.681045554,0.831603771,-0.772658946,1,0.047665777,1,0,0
516,0,2.520576069,0.579481322,0,3,1,0,0,1,1,0,0,0,1,0,0.193000235,-0.295515023,0.252886081,1,-0.043526443,0,1,0
517,0,-0.621876056,-0.161490856,1,2,0,1,0,0,1,0,0,0,1,0,-0.377093992,-0.364258237,0.505632443,1,0.683178415,1,0,0
518,0,0.474629324,1.940298872,1,4,1,1,0,0,1,0,0,0,1,0,0.567600028,-0.570164846,0.379259262,1,0.30982639,0,0,1
519,0,-0.604663117,0.369877603,1,1,0,1,0,0,1,0,0,0,1,0,0.180407615,-0.060797562,-0.259886433,1,0.32863417,1,0,0
520,0,0.133222212,-1.336594209,1,2,0,1,0,0,1,0,0,0,1,0,-0.115349409,-0.245504463,0.379259262,1,0.127441951,1,0,0
521,0,-0.435877843,1.647878087,1,1,0,1,0,0,1,0,0,0,1,0,0.29705928,-0.855566436,0.505632443,1,0.077554267,0,0,1
522,0,2.54108558,-1.819008069,0,3,1,0,1,0,1,0,0,0,1,0,1.187524292,-1.367400776,-0.772658946,1,0.824258318,0,1,0
523,0,-0.772002291,-0.556163874,1,4,1,0,1,0,0,1,1,0,1,0,0.109759384,-1.517400776,-0.386259614,1,0.469714073,1,0,0
524,0,-0.28496431,-0.058070578,0,5,1,0,0,1,0,1,1,0,1,0,1.304175957,-1.111483606,0.505632443,1,0.683178415,1,0,0
525,0,-0.264635099,0.998157341,1,0,0,1,0,0,1,0,0,0,1,0,-0.872141016,-0.676082016,-0.133513252,0,-1.022502616,0,0,1
526,0,-1.068977882,-0.953594025,0,2,0,1,0,0,1,0,0,0,1,0,-0.202386716,0.900346984,-0.772658946,1,0.450906293,1,0,0
527,0,-1.230048556,0.894044287,1,2,0,0,1,0,0,1,1,0,1,0,-0.460334843,1.232298459,0.379259262,1,0.450906293,0,0,1
528,0,1.2438718,0.247232148,1,0,0,1,0,0,1,0,0,0,1,0,-0.547973776,-0.883383668,-1.664551003,0,-1.022502616,0,1,0
529,0,-0.407586507,-1.13711655,1,0,0,1,0,0,1,0,0,0,1,0,-0.052324236,0.65833843,0.252886081,0,0.187554267,1,0,0
530,0,0.169957274,-0.561331075,0,3,1,1,0,0,1,0,0,0,1,0,-0.389686613,-0.40625623,0.505632443,1,0.591986196,0,1,0
531,0,2.297944054,-0.328681529,1,5,1,1,0,0,1,0,0,0,1,0,0,0.527071083,0.505632443,1,0.733066099,0,1,0
532,0,-0.047723646,0.2882183,1,1,0,0,0,1,1,0,0,0,1,0,1.770211139,-1.367400776,-0.512632795,1,0.824258318,1,0,0
533,0,-0.993933735,0.385197447,0,3,1,1,0,0,1,0,0,0,1,0,-0.076937996,1.467015921,1.144778138,1,-1.870288184,0,0,1
534,0,0.911594719,-0.303400053,0,0,0,1,0,0,1,0,0,0,1,0,-0.551770232,2.096882559,0.505632443,0,0.168746487,0,1,0
535,0,-2.430542159,1.109793014,1,3,1,1,0,0,0,1,1,0,1,0,1.653559473,-0.986833783,0.379259262,1,0.329825583,0,0,1
536,0,0.69290193,-0.102425551,1,1,0,0,1,0,1,0,0,0,1,0,-0.564393889,-1.136833783,0.379259262,1,0.470905486,0,1,0
537,0,0.055702562,-0.232291807,1,3,1,1,0,0,1,0,0,0,1,0,0.912585462,-0.612884315,0.892031776,1,-0.86142352,1,0,0
538,0,1.303552364,0.881404505,0,1,0,1,0,0,1,0,0,0,1,0,-0.356275798,1.293750581,-0.259886433,1,-0.416878468,0,1,0
539,0,-1.121441658,-0.372463361,0,2,0,1,0,0,1,0,0,0,1,0,0.071950487,0.851731466,0.892031776,1,-1.355856255,1,0,0
540,0,0.182522721,0.033466692,0,2,0,0,1,0,0,1,0,1,1,0,-0.076937996,-0.018799568,0,1,-0.41806988,0,1,0
541,0,-1.427581932,1.200411406,0,2,0,0,1,0,0,1,1,0,1,0,-0.168975902,0.333678047,-1.15177849,1,0.500793977,0,0,1
542,0,1.737156178,-0.038359818,0,2,0,1,0,0,0,1,1,0,1,0,0.738480703,-0.295515023,-1.664551003,1,-1.588128378,0,1,0
543,0,0.663144079,0.80555569,1,3,1,1,0,0,1,0,0,0,1,0,-1.363392475,0.672247047,1.144778138,1,-0.135910074,0,1,0
544,0,0.274066538,1.973625661,1,1,0,1,0,0,1,0,0,0,1,0,-0.764286405,0.575686601,0.505632443,1,-0.215686249,0,0,1
545,0,-0.798665981,-1.06847687,1,2,0,1,0,0,1,0,0,0,1,0,-1.201308855,1.225007367,-0.133513252,1,-1.124775545,0,1,0
546,0,0.237611679,-0.298986801,1,0,0,1,0,0,1,0,0,0,1,0,-1.550692371,0.347586663,-0.259886433,0,-0.912502616,0,1,0
547,0,-2.601970259,-0.864763146,1,1,0,1,0,0,1,0,0,0,1,0,1.112477979,-0.986833783,0.505632443,1,0.359714073,1,0,0
548,0,1.894575268,0.904891998,1,1,0,0,0,1,1,0,0,0,1,0,-1.384210669,-0.516725292,-0.899032127,1,0.500793977,0,1,0
549,0,-0.690058142,-1.531303428,1,3,1,1,0,0,0,1,1,0,1,0,0.696272833,-0.986833783,0.379259262,1,0.683178415,1,0,0
550,0,0.700612524,-1.331171187,1,5,1,1,0,0,0,1,1,0,1,0,-0.206784798,-0.164247676,-1.025405309,1,0.127441951,0,1,0
551,0,-0.298983527,0.223893725,1,0,0,1,0,0,1,0,0,0,1,0,-1.280151624,1.467015921,0.505632443,0,-0.680230493,0,1,0
552,0,-0.176741425,1.18816827,1,3,1,1,0,0,1,0,0,0,1,0,-0.626816545,-0.032980329,-0.259886433,1,-0.185797758,0,0,1
553,0,0.09299415,-1.227129104,0,8,1,1,0,0,0,1,1,0,1,0,0.184805697,-0.274716738,0.379259262,1,0.824258318,1,0,0
554,0,1.681492702,-0.335461001,1,0,0,0,1,0,1,0,0,0,1,0,0.375902049,-0.6621734,-0.512632795,0,-1.991368894,0,1,0
555,0,0.992345642,0.314070636,0,0,0,0,0,1,1,0,0,0,1,0,0.762522982,-1.367400776,-0.259886433,0,0.006361241,1,0,0
556,0,0.678676658,-0.404378294,1,1,0,0,1,0,1,0,0,0,1,0,-1.46745152,1.225007367,0.505632443,1,-1.528016061,0,1,0
557,0,1.449606483,-0.296896978,1,1,0,1,0,0,1,0,0,0,1,0,-0.194192178,-0.434073462,-0.259886433,1,0.359714073,0,1,0
558,0,1.144056772,0.444132319,1,3,1,0,1,0,1,0,0,0,1,0,0.184805697,-0.452806115,0.505632443,1,0.824258318,0,1,0
559,0,1.240442478,1.337711242,0,2,0,0,0,1,0,1,1,0,1,0,-0.002494199,0.195119608,0.379259262,1,0.683178415,0,1,0
560,0,-0.258954292,-0.671976051,0,5,1,1,0,0,1,0,0,0,1,0,-0.202386716,-1.242750953,0.505632443,1,0.450906293,1,0,0
561,0,-1.466731121,-0.485702779,1,4,1,1,0,0,1,0,0,0,1,0,0.659035417,0.187157927,-0.512632795,1,0.733066099,1,0,0
562,0,-1.52584952,-2.109060608,1,1,0,1,0,0,1,0,0,0,1,0,0.29705928,0.527071083,0.639285413,1,-0.7702313,1,0,0
563,0,-1.387182223,-1.066003754,0,3,1,0,1,0,1,0,0,0,1,0,1.491475854,-0.530906053,0,1,0.965338221,1,0,0
564,0,1.8362805,1.625484177,0,1,0,0,1,0,1,0,0,0,1,0,0.567600028,-0.986833783,-1.790924184,1,0.591986196,0,0,1
565,0,0.228803177,1.184717073,1,1,0,1,0,0,1,0,0,0,1,0,-0.49814374,0.160412707,-0.259886433,1,-0.7702313,0,0,1
566,0,-0.518200596,-0.454362784,1,3,1,1,0,0,1,0,0,0,1,0,0.013925913,0.333678047,-1.025405309,1,-0.599262907,1,0,0
567,0,-0.127222275,1.048503549,0,2,0,0,0,1,1,0,0,0,1,0,0.904962405,0.527071083,-0.639005976,1,0.500793977,1,0,0
568,0,-1.383544131,-1.612670715,0,2,0,0,1,0,0,1,1,0,1,0,1.175503152,-1.125392222,0.379259262,1,-0.043526443,1,0,0
569,0,-1.267645575,-0.090490784,0,0,0,1,0,0,1,0,0,0,1,0,-0.547973776,0.091669494,-0.899032127,0,-0.386989977,1,0,0
570,0,0.960464566,0.800498017,1,2,0,1,0,0,0,1,0,1,1,0,-0.477325546,-0.544814669,-0.259886433,1,-0.881422713,0,1,0
571,0,-0.88713051,1.309941235,1,1,0,1,0,0,1,0,0,0,1,0,-0.168975902,-0.164247676,-0.899032127,1,-0.024718662,0,0,1
572,0,-0.314832053,-0.295210954,1,2,0,0,1,0,1,0,0,0,1,0,1.220935106,-1.367400776,-0.386259614,1,0.09755346,1,0,0
573,0,1.02349104,0.187900939,1,1,0,1,0,0,1,0,0,0,1,0,-0.930768107,-0.101723543,0.379259262,1,-0.295797758,0,1,0
574,0,-2.097498697,-1.000073503,1,5,1,0,0,1,1,0,0,0,1,0,1.241753301,-1.111483606,-0.639005976,1,0.268521854,1,0,0
575,0,-0.697698786,-0.150962929,1,0,0,1,0,0,1,0,0,0,1,0,0.59661276,-1.125392222,-0.133513252,0,-0.952615739,1,0,0
576,0,0.985828485,0.369114528,0,1,0,1,0,0,1,0,0,0,1,0,-0.119145865,0.091669494,1.144778138,1,0.965338221,0,1,0
577,0,-1.310499421,-0.021088295,1,3,1,1,0,0,0,1,1,0,1,0,0.517769992,-0.170865201,0.379259262,1,-0.53915059,1,0,0
578,0,-0.833523833,0.163480163,1,2,0,0,1,0,1,0,0,0,1,0,0.026518533,0.07915592,0.505632443,1,0.268521854,1,0,0
579,0,-0.247605234,-1.298701077,0,1,0,1,0,0,1,0,0,0,1,0,0.29705928,0.527071083,0.252886081,1,-0.7702313,1,0,0
580,0,-0.813975036,-2.197065637,0,1,0,0,1,0,1,0,0,0,1,0,-0.493745658,1.14964663,0.379259262,1,-0.054607153,1,0,0
581,0,0.133005559,-0.63134463,1,3,1,0,1,0,0,1,1,0,1,0,0.401118326,0.548992267,0.1265129,1,-0.013637952,1,0,0
582,0,-0.319270605,0.123810834,0,2,0,0,0,1,0,1,1,0,1,0,-0.472927464,1.716315566,0.379259262,1,-0.488071494,0,1,0
583,0,0.439643806,2.741902885,1,3,1,1,0,0,1,0,0,0,1,0,-0.626816545,1.225007367,-0.259886433,1,-0.398070687,0,0,1
584,0,-0.089279891,-1.856260575,1,2,0,0,0,1,0,1,1,0,1,0,1.757618519,-0.855566436,0.379259262,1,0.733066099,1,0,0
585,0,-0.882218434,0.358444183,1,1,0,1,0,0,1,0,0,0,1,0,0.076348569,0.077760877,-0.259886433,1,0.09755346,1,0,0
586,0,-0.197103543,-0.78593867,1,2,0,1,0,0,1,0,0,0,1,0,0.783912657,-0.855566436,-0.899032127,1,-0.881422713,1,0,0
587,0,0.314218078,1.284936133,1,1,0,1,0,0,1,0,0,0,1,0,-1.550692371,1.321567813,-0.772658946,1,0.146249732,0,1,0
588,0,1.238211939,-1.655499655,1,1,0,1,0,0,1,0,0,0,1,0,-0.951586302,0.644429814,1.018404957,1,0.168746487,0,1,0
589,0,0.046176415,0.543742307,0,3,1,0,1,0,0,1,1,0,1,0,-0.868345451,0.762462113,0.505632443,1,0.793178415,0,1,0
590,0,-0.593813251,1.680305208,1,1,0,1,0,0,1,0,0,0,1,0,0.912585462,-1.367400776,-0.772658946,1,0.268521854,0,0,1
591,0,-1.38215595,-0.026710026,1,1,0,0,1,0,1,0,0,0,1,0,0.380300131,0.377071083,0.379259262,1,0.450906293,1,0,0
592,0,-0.903604348,-0.88102601,1,2,0,0,1,0,1,0,0,0,1,0,0.447121761,-1.517400776,0.1265129,1,-0.013637952,1,0,0
593,0,-1.578716082,-0.056175919,0,2,0,1,0,0,0,1,1,0,1,0,-0.743468211,0.575686601,0.505632443,1,0.268521854,1,0,0
594,0,-1.47653634,1.019652339,1,4,1,0,1,0,1,0,0,0,1,0,1.395611346,-1.367400776,-1.790924184,1,0.965338221,1,0,0
595,0,-1.606124195,-1.466762743,1,1,0,0,1,0,1,0,0,0,1,0,0.193000235,-1.136833783,0.1265129,1,0.450906293,1,0,0
596,0,-0.405454692,-0.583436537,0,3,1,1,0,0,1,0,0,0,1,0,-0.368868418,-0.004890952,-0.386259614,1,-0.013637952,1,0,0
597,0,0.089916749,0.126152019,1,4,1,1,0,0,0,1,1,0,1,0,-1.46745152,1.038905423,-0.259886433,1,-1.496936158,0,1,0
598,0,-1.70505577,0.586359723,1,1,0,0,1,0,1,0,0,0,1,0,0.15958942,-0.63890806,0.252886081,1,1.075338221,1,0,0
599,0,-2.176462956,-1.174254634,1,4,1,1,0,0,0,1,1,0,1,0,-0.031506041,-0.544814669,0.379259262,1,-1.375855448,1,0,0
600,0,-0.908372837,-0.665739793,1,0,0,1,0,0,1,0,0,0,1,0,-0.277433029,-0.986833783,-1.15177849,0,-0.366990784,1,0,0
601,0,1.348338109,-0.089482192,1,0,0,1,0,0,1,0,0,0,1,0,0.375902049,-1.111483606,-1.025405309,0,-0.154717855,0,1,0
602,0,2.18744401,1.144484969,1,3,1,0,1,0,1,0,0,0,1,0,-1.46745152,1.082298459,0.505632443,1,-0.366990784,0,1,0
603,0,0.423686191,1.535564281,0,1,0,0,1,0,1,0,0,0,1,0,1.220935106,0.160412707,-1.025405309,1,-0.396879275,0,0,1
604,0,-0.932369909,-0.673233036,1,2,0,0,1,0,1,0,0,0,1,0,-1.280151624,0.713173028,0.1265129,1,-0.044717855,1,0,0
605,0,-1.150384233,-0.935670581,1,5,1,1,0,0,1,0,0,0,1,0,-0.626816545,-0.786823223,-1.15177849,1,-0.044717855,1,0,0
606,0,0.07096653,1.266167232,0,3,1,0,0,1,0,1,1,0,1,0,-1.014008958,0.091669494,0.892031776,1,-0.104830171,0,1,0
607,0,0.19224134,-0.765414703,1,2,0,0,1,0,1,0,0,0,1,0,-0.356275798,-0.293449391,0.505632443,1,0.006361241,0,1,0
608,0,-0.805757351,1.497114942,1,5,1,1,0,0,1,0,0,0,1,0,-0.069917455,-0.868801485,0.505632443,1,-1.355856255,0,0,1
609,0,2.337025016,-0.548555935,0,1,0,1,0,0,1,0,0,0,1,0,-0.951586302,2.165625772,1.144778138,1,-0.215686249,0,1,0
610,0,0.089725725,-1.954180002,1,2,0,1,0,0,1,0,0,0,1,0,0,0.74099026,0.252886081,1,0.07,0,1,0
611,0,-0.120203763,0.170598355,1,1,0,1,0,0,1,0,0,0,1,0,0.517769992,0.651720906,-1.538177822,1,-1.991368894,0,0,1
612,0,-0.23126789,-0.642547478,1,2,0,0,1,0,1,0,0,0,1,0,-0.006892282,-0.072239123,-0.899032127,1,0.359714073,1,0,0
613,0,1.268178464,0.250574692,1,2,0,0,1,0,1,0,0,0,1,0,0.625624602,-0.744825229,0.379259262,1,0.965338221,0,1,0
614,0,-0.634435949,1.23035206,0,2,0,0,0,1,1,0,0,0,1,0,0.342491235,-0.420164846,0.379259262,1,0.500793977,1,0,0
615,0,-0.85492906,-0.059620516,1,2,0,1,0,0,0,1,1,0,1,0,-0.460334843,1.225007367,1.018404957,1,-0.325686249,1,0,0
616,0,-0.271879059,-0.270066185,1,1,0,0,0,1,1,0,0,0,1,0,-0.052324236,1.100357544,-1.15177849,1,-0.063525636,1,0,0
617,0,0.307940619,-0.176266099,1,6,1,1,0,0,1,0,0,0,1,0,0.29705928,0.527071083,0.252886081,1,-0.275798565,0,1,0
618,0,0.35798215,0.253736348,1,1,0,1,0,0,1,0,0,0,1,0,0.097166764,-0.530906053,-0.259886433,1,-0.64915059,1,0,0
619,0,-0.431071197,-0.507322858,1,1,0,1,0,0,1,0,0,0,1,0,-0.002494199,0.831603771,-0.899032127,1,0.824258318,1,0,0
620,0,0.125147887,-0.251718081,1,5,1,1,0,0,0,1,1,0,1,0,0.529791131,-0.544814669,0.505632443,1,0.500793977,1,0,0
621,0,1.628506522,0.233538609,1,3,1,1,0,0,1,0,0,0,1,0,0.75869638,-1.367400776,1.144778138,1,-0.245910074,0,1,0
622,0,-0.350515843,1.035782999,1,2,0,0,1,0,0,1,1,0,1,0,-1.030429071,0.126376395,-1.15177849,1,-0.093414126,0,0,1
623,0,0.404317598,0.030804648,0,3,1,1,0,0,1,0,0,0,1,0,-0.306445762,-0.143449391,0.505632443,1,0.542098512,0,1,0
624,0,-0.875891865,-1.164589609,1,1,0,1,0,0,1,0,0,0,1,0,-0.232001075,-0.786823223,-0.772658946,1,-1.143583326,1,0,0
625,0,-0.256535919,-0.697811994,1,1,0,0,1,0,1,0,0,0,1,0,2.061570081,-1.111483606,-0.386259614,1,-0.325686249,1,0,0
626,0,-0.674420069,1.258305543,1,1,0,0,1,0,1,0,0,0,1,0,1.304175957,-0.744825229,-1.15177849,1,0.542098512,0,0,1
627,0,-2.247529631,-1.907378769,1,6,1,1,0,0,0,1,1,0,1,0,-0.847527256,-0.495525584,0.379259262,1,0.610793977,1,0,0
628,0,0.190421062,0.916951054,0,2,0,0,0,1,0,1,1,0,1,0,-0.951586302,0.319769431,-0.772658946,1,0.733066099,0,1,0
629,0,1.107969679,0.137218301,1,1,0,1,0,0,1,0,0,0,1,0,0.29705928,0.527071083,-0.386259614,1,-0.7702313,0,1,0
630,0,1.600272254,0.819947255,0,3,1,1,0,0,1,0,0,0,1,0,-0.655829278,0.71424504,1.144778138,1,0.965338221,0,1,0
631,0,-0.581468623,-1.05883685,1,0,0,1,0,0,0,1,1,0,1,0,-1.092851727,0.38189512,0.379259262,0,-1.355856255,0,1,0
632,0,-0.82863468,-0.467762372,1,1,0,0,1,0,1,0,0,0,1,0,0.671659073,-0.749649266,1.144778138,1,-0.063525636,1,0,0
633,0,-0.062715254,-0.636380357,0,4,1,0,1,0,0,1,1,0,1,0,-0.764286405,0.569069076,-0.899032127,1,0.733066099,0,1,0
634,0,0.205426731,-2.038708879,1,2,0,0,1,0,0,1,1,0,1,0,0.883572729,-0.462162839,0.379259262,1,0.965338221,1,0,0
635,0,-0.799281863,1.35285179,1,2,0,1,0,0,0,1,1,0,1,0,-0.07314243,0.333678047,0.379259262,1,-0.164607153,0,0,1
636,0,-1.240902803,-0.593934805,1,2,0,0,0,1,1,0,0,0,1,0,2.061570081,-1.367400776,-1.917297366,1,0.733066099,1,0,0
637,0,-0.176487558,-0.417244493,1,4,1,1,0,0,1,0,0,0,1,0,0.522168074,0.782988253,-0.512632795,1,0.591986196,1,0,0
638,0,0.445097184,0.528733308,0,1,0,0,1,0,1,0,0,0,1,0,-0.306445762,1.225007367,0.505632443,1,0.470905486,0,1,0
639,0,-0.787825319,-0.676215313,0,2,0,0,1,0,1,0,0,0,1,0,0.263648466,-0.337513017,0.505632443,1,-0.043526443,1,0,0
640,0,1.134631672,-1.471507071,0,1,0,1,0,0,1,0,0,0,1,0,-0.930768107,0.063852261,0.379259262,1,0.096362048,0,1,0
641,0,0.036600141,-0.222528138,1,2,0,0,1,0,0,1,1,0,1,0,1.487077771,-1.111483606,0.379259262,1,0.500793977,1,0,0
642,0,0.731479208,-0.042122452,0,3,1,1,0,0,1,0,0,0,1,0,-1.030429071,0.174321323,-0.772658946,1,1.075338221,0,1,0
643,0,-0.45464972,0.078811682,1,1,0,0,0,1,1,0,0,0,1,0,0.484359177,-0.164247676,0.1265129,1,0.21863417,1,0,0
644,0,-1.376549386,0.446517145,0,3,1,1,0,0,1,0,0,0,1,0,-0.589007648,0.817695155,0.892031776,1,-0.7702313,0,0,1
645,0,-0.186589641,0.551140749,1,1,0,0,1,0,1,0,0,0,1,0,1.536907808,-0.535457945,-0.899032127,1,0.934258318,1,0,0
