OBSID,LCITY,INCOME,WEEKEND,FEMSEX,ALONE,FREQ_AIR,FREQ_RAIL,IVTT_CAR,IVTT_AIR,IVTT_RAIL,OVTT_AIR,OVTT_RAIL,TCCAR,TCAIR,TCRAIL,chosen
937,0,70,0,0,1,45,4,382,69,370,113,74,116.28,183.25,75.1,2
938,0,70,0,0,1,45,4,382,69,370,113,74,116.28,183.25,75.1,2
939,0,70,0,0,0,45,4,382,69,370,113,74,116.28,183.25,75.1,2
940,0,45,0,0,1,4,2,507,84,507,88,80,155.42,204.3,106.35,2
941,0,55,0,0,1,4,2,512,84,534,96,88,155.99,205.3,106.9,2
942,0,70,0,0,1,4,2,512,84,534,96,88,155.99,205.3,106.9,2
943,0,70,0,0,1,45,4,460,69,370,140,109,139.46,186.9,77.6,1
944,0,70,0,0,1,45,4,425,69,370,135,104,127.68,183.5,76.6,2
945,0,70,1,0,1,4,4,487,84,370,140,144,143.64,213.3,83.6,2
946,0,70,0,0,0,4,2,572,84,534,130,120,173.28,213.3,111.6,2
947,0,37.37,0,0,1,4,2,682,84,534,100,140,195.32,213.3,112.6,2
948,0,45,0,0,0,6,4,163,60,221,121,95,47.31,146.3,54.1,1
949,0,45,0,0,1,6,4,200,60,221,89,75,59.28,143.45,49.6,2
950,0,70,0,1,1,36,4,248,58,350,161,120,74.29,164.9,76.1,1
951,0,40,0,0,1,36,4,264,58,221,126,105,78.09,161.5,57.1,1
952,0,70,0,1,1,36,4,306,58,350,151,120,92.53,164.9,76.1,2
953,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
954,1,70,0,1,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
955,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
956,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
957,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
958,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
959,1,70,0,0,0,36,4,327,58,350,101,84,93.29,153.5,72.1,2
960,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
961,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
962,1,70,0,0,1,36,4,327,58,350,101,84,93.29,153.5,72.1,2
963,1,70,0,1,1,36,4,340,58,350,101,85,95.19,154.9,73.8,2
964,0,35,0,1,1,45,4,395,69,370,126,103,115.33,186.9,83.1,1
965,0,70,1,0,0,45,4,390,69,370,113,90,116.47,178.9,82.55,2
966,1,25,1,0,1,45,4,390,69,351,102,85,116.47,174.15,73.2,3
967,1,55,0,0,1,45,4,390,69,351,102,85,116.47,174.15,73.2,2
968,1,55,0,0,1,45,4,390,69,351,102,85,116.47,174.15,73.2,2
969,1,70,0,0,1,45,4,390,69,351,102,85,116.47,174.15,73.2,2
970,1,70,0,0,0,45,4,390,69,351,102,85,116.47,174.15,73.2,2
971,1,55,1,0,1,45,4,390,69,351,102,85,116.47,174.15,73.2,2
972,1,55,1,0,1,45,4,376,69,370,106,85,114.57,176.9,75.65,2
973,1,25,0,0,0,45,4,376,69,370,106,85,114.57,176.9,75.65,1
974,1,55,1,0,1,45,4,383,69,370,106,72,115.52,183.45,73.1,2
975,1,15,0,0,1,45,4,383,69,370,106,72,115.52,183.45,73.1,1
976,1,35,0,1,0,45,4,383,69,370,111,87,115.52,184.9,74.6,2
977,0,15,1,1,1,45,4,427,69,370,141,120,128.25,183.5,78.1,3
978,0,45,0,0,1,45,4,427,69,370,141,120,128.25,183.5,78.1,2
979,0,35,0,1,0,25,8,217,40,98,136,130,46.55,126,38.6,1
980,0,26.16,0,0,1,25,8,217,40,98,136,130,46.55,126,38.6,1
981,0,37.37,0,1,1,6,4,137,60,221,116,105,34.77,142.9,56.6,3
982,0,70,0,0,1,6,4,137,60,221,116,105,34.77,142.9,56.6,1
983,0,70,0,0,1,6,4,145,60,221,106,90,37.62,142.9,53.6,1
984,0,15,0,0,1,6,4,145,60,221,106,90,37.62,142.9,53.6,1
985,0,55,0,0,1,6,4,145,60,221,106,90,37.62,142.9,53.6,1
986,0,45,1,0,0,6,4,145,60,221,106,90,37.62,142.9,53.6,1
987,0,70,1,0,1,6,4,145,60,221,106,90,37.62,142.9,53.6,1
988,0,45,0,0,1,6,4,211,60,221,106,95,52.63,142.9,55.1,1
989,0,25.45,0,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,3
990,0,35,1,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,3
991,0,45,1,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,3
992,0,70,0,0,1,6,4,183,60,221,74,70,49.59,140.05,49.1,2
993,0,70,0,0,1,6,4,183,60,221,74,70,49.59,140.05,49.1,2
994,0,70,0,0,1,6,4,183,60,221,74,70,49.59,140.05,49.1,2
995,0,70,0,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,2
996,0,45,0,1,1,6,4,183,60,221,74,70,49.59,140.05,49.1,1
997,0,55,0,1,0,6,4,183,60,221,74,70,49.59,140.05,49.1,1
998,0,55,0,1,0,6,4,183,60,221,74,70,49.59,140.05,49.1,1
999,0,70,0,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,1
1000,0,70,0,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,1
1001,0,55,0,0,1,6,4,183,60,221,74,70,49.59,140.05,49.1,1
1002,0,70,1,0,0,6,4,183,60,221,74,70,49.59,140.05,49.1,1
1003,0,45,0,0,0,6,4,216,60,221,96,83,55.48,142.9,51.6,1
1004,0,70,0,0,0,36,4,230,58,350,146,115,64.6,161.5,75.6,1
1005,0,55,1,0,1,36,4,288,58,350,136,115,82.84,161.5,75.6,3
1006,0,55,1,0,0,36,4,288,58,350,136,115,82.84,161.5,75.6,1
1007,0,70,0,0,1,36,4,330,58,350,136,115,93.86,161.5,75.6,2
1008,0,70,0,0,1,36,4,299,58,350,96,95,76.38,156.5,74.1,2
1009,0,70,0,1,0,36,4,299,58,350,96,95,76.38,156.5,74.1,2
1010,0,70,0,0,1,36,4,299,58,350,96,95,76.38,156.5,74.1,2
1011,1,70,0,0,1,36,4,303,58,350,91,90,77.14,153.5,73.6,2
1012,1,35,0,1,0,36,4,303,58,350,91,90,77.14,153.5,73.6,2
1013,1,70,0,0,1,36,4,303,58,350,91,90,77.14,153.5,73.6,2
1014,1,55,0,0,1,36,4,303,58,350,91,90,77.14,153.5,73.6,2
1015,1,70,0,0,0,36,4,303,58,350,91,90,77.14,153.5,73.6,2
1016,1,70,1,0,0,36,4,303,58,350,91,90,77.14,153.5,73.6,2
1017,1,45,0,0,0,36,4,303,58,350,91,90,77.14,153.5,73.6,1
1018,1,37.37,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,3
1019,1,45,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,3
1020,1,70,1,1,1,36,4,309,58,350,86,79,83.6,150.1,71.6,3
1021,1,70,0,1,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1022,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1023,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1024,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1025,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1026,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1027,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1028,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1029,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1030,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1031,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1032,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1033,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1034,1,45,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1035,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1036,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1037,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1038,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1039,1,40,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1040,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1041,1,55,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1042,1,70,0,1,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1043,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1044,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1045,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1046,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1047,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1048,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1049,1,70,0,1,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1050,1,35,0,1,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1051,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1052,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1053,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1054,1,55,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1055,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1056,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1057,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1058,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1059,1,35,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1060,1,70,0,1,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1061,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1062,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1063,1,70,0,1,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1064,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1065,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1066,1,70,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1067,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1068,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1069,1,45,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1070,1,55,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1071,1,70,1,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1072,1,55,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1073,1,55,1,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1074,1,70,1,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1075,1,70,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1076,1,70,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1077,1,35,1,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1078,1,55,1,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1079,1,70,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,2
1080,1,30.6,0,0,0,36,4,309,58,350,86,79,83.6,150.1,71.6,1
1081,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,1
1082,1,70,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,1
1083,1,35,0,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,1
1084,1,55,1,0,1,36,4,309,58,350,86,79,83.6,150.1,71.6,1
1085,1,70,0,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1086,1,70,0,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1087,1,70,0,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1088,1,35,0,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1089,1,70,0,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1090,1,70,1,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1091,1,70,1,0,1,36,4,322,58,350,86,80,85.5,151.5,73.3,2
1092,0,70,1,0,1,36,4,329,58,350,111,115,92.15,154.1,75.6,1
1093,0,70,0,0,1,36,4,316,58,350,91,85,84.55,156.5,74.6,2
1094,0,55,0,0,1,36,4,316,58,350,91,85,84.55,156.5,74.6,2
1095,0,70,0,0,0,36,4,316,58,350,91,85,84.55,156.5,74.6,1
1096,0,35,0,1,1,45,4,377,69,370,111,98,105.64,183.5,82.6,1
1097,0,70,0,1,1,45,4,428,69,370,116,110,118.75,183.5,84.6,1
1098,0,55,0,0,1,45,4,372,69,370,98,85,106.78,175.5,82.05,2
1099,0,70,1,0,1,45,4,372,69,370,98,85,106.78,175.5,82.05,2
1100,0,27.8,1,0,0,45,4,372,69,370,98,85,106.78,175.5,82.05,2
1101,0,45,1,0,0,45,4,372,69,370,98,90,106.78,175.5,80.6,3
1102,0,70,0,0,1,45,4,372,69,370,98,90,106.78,175.5,80.6,2
1103,0,45,0,0,0,45,4,372,69,370,98,90,106.78,175.5,80.6,2
1104,0,35,1,0,1,45,4,372,69,370,98,90,106.78,175.5,80.6,2
1105,1,37.37,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,3
1106,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1107,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1108,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1109,1,55,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1110,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1111,1,70,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1112,1,70,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1113,1,70,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1114,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1115,1,70,0,1,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1116,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1117,1,70,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1118,1,45,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1119,1,55,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1120,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1121,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1122,1,55,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1123,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1124,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1125,1,55,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1126,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1127,1,70,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1128,1,45,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1129,1,35,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1130,1,55,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1131,1,70,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1132,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1133,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1134,1,70,1,1,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1135,1,45,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1136,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1137,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1138,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1139,1,55,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1140,1,45,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1141,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1142,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1143,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1144,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1145,1,70,1,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,2
1146,1,45,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,1
1147,1,70,0,0,1,45,4,372,69,351,87,80,106.78,170.75,72.7,1
1148,1,55,0,0,0,45,4,372,69,351,87,80,106.78,170.75,72.7,1
1149,1,70,0,0,0,45,4,359,69,370,91,80,104.88,173.5,75.15,3
1150,1,70,1,0,0,45,4,359,69,370,91,80,104.88,173.5,75.15,3
1151,1,70,0,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1152,1,55,0,1,0,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1153,1,45,0,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1154,1,70,0,0,0,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1155,1,70,0,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1156,1,70,0,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1157,1,70,1,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1158,1,70,1,0,0,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1159,1,45,1,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1160,1,45,1,1,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1161,1,70,1,0,1,45,4,359,69,370,91,80,104.88,173.5,75.15,2
1162,1,70,0,0,1,45,4,365,69,370,94,75,105.83,174.15,74.6,2
1163,1,55,0,0,0,45,4,365,69,370,94,75,105.83,174.15,74.6,2
1164,1,70,0,0,0,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1165,1,70,0,0,0,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1166,1,55,0,1,1,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1167,1,70,1,0,0,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1168,1,70,1,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1169,1,35,1,0,0,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1170,1,70,1,1,0,45,4,365,69,370,91,67,105.83,180.05,72.6,3
1171,1,70,0,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1172,1,70,0,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1173,1,70,0,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1174,1,70,0,0,0,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1175,1,70,0,0,0,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1176,1,70,0,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1177,1,45,1,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1178,1,70,1,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1179,1,70,1,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,2
1180,1,70,0,0,1,45,4,365,69,370,91,67,105.83,180.05,72.6,1
1181,1,70,0,1,1,45,4,365,69,370,91,67,105.83,180.05,72.6,1
1182,1,45,1,1,0,45,4,365,69,370,101,80,105.83,180.6,73.6,3
1183,1,70,1,0,0,45,4,365,69,370,101,80,105.83,180.6,73.6,2
1184,1,70,0,0,1,45,4,365,69,370,96,82,105.83,181.5,74.1,2
1185,1,25,1,1,1,45,4,365,69,370,96,82,105.83,181.5,74.1,2
1186,1,55,0,0,1,45,4,372,69,370,106,85,106.78,183.1,75.6,2
1187,1,70,0,0,1,45,4,372,69,370,106,85,106.78,183.1,75.6,2
1188,0,70,0,1,0,45,4,322,69,370,126,145,93.1,183.5,78.6,2
1189,0,70,1,0,1,45,4,392,69,370,96,90,113.05,179.8,76.45,2
1190,0,25.89,0,0,0,45,4,372,69,370,100,85,108.49,179.5,74.6,2
1191,0,55,0,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1192,0,70,0,1,0,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1193,0,70,0,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1194,0,70,0,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1195,0,70,0,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1196,0,34.83,0,1,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1197,0,70,0,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1198,0,70,1,0,0,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1199,0,70,1,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1200,0,70,1,0,1,45,4,366,69,370,104,85,107.16,179.85,76.1,2
1201,0,70,0,0,1,45,4,409,69,370,96,94,118.56,174.8,76.6,1
1202,0,55,0,0,1,45,4,416,69,370,121,105,113.05,183.5,82.6,2
1203,0,45,0,0,0,45,4,416,69,370,121,105,113.05,183.5,82.6,2
1204,0,55,0,0,0,45,4,332,69,351,99,83,96.52,177.3,74.45,2
1205,0,70,1,0,0,45,4,332,69,351,99,83,96.52,177.3,74.45,2
1206,0,55,1,0,0,45,4,392,69,370,121,107,113.05,183.5,76.6,2
1207,0,70,0,0,0,45,4,440,69,370,146,130,127.49,178,82.6,2
1208,0,35,1,0,1,45,4,440,69,370,146,130,127.49,178,82.6,1
1209,0,22.36,1,0,1,45,2,436,69,558,156,84,129.01,183.5,94.2,3
1210,0,22.36,1,0,1,45,2,460,69,558,161,104,134.52,183.5,95.4,3
1211,0,22.36,1,0,1,4,2,560,84,558,151,109,157.51,209.9,96.4,3
1212,0,35,1,1,1,4,2,492,84,507,79,84,146.3,200.9,106.35,2
1213,0,55,0,1,1,4,2,496,84,534,87,92,146.87,201.9,106.9,2
1214,0,70,0,0,1,4,2,496,84,534,87,92,146.87,201.9,106.9,2
1215,0,35,0,0,1,4,2,496,84,534,87,92,146.87,201.9,106.9,2
1216,0,55,1,0,1,4,2,496,84,534,87,92,146.87,201.9,106.9,2
1217,0,70,1,0,1,4,2,496,84,534,87,92,146.87,201.9,106.9,2
1218,0,70,1,0,0,4,2,496,84,534,87,92,146.87,201.9,106.9,2
1219,0,70,0,0,1,45,4,409,69,370,126,115,118.56,180.1,77.6,2
1220,0,70,0,1,1,45,4,409,69,370,126,115,118.56,180.1,77.6,2
1221,0,25,1,0,1,45,4,387,69,370,111,100,113.62,183.5,82.6,2
1222,0,35,0,0,1,45,4,387,69,370,111,100,113.62,183.5,82.6,1
1223,0,45,1,0,0,45,4,450,69,370,151,130,132.24,183.5,82.6,2
1224,0,70,0,0,1,4,2,615,84,534,111,134,177.46,209.9,112.1,2
1225,0,70,1,1,1,4,2,667,84,534,91,144,186.2,209.9,112.6,2
1226,0,25,0,0,1,6,3,134,60,263,106,75,39.52,145.9,53.6,1
1227,0,45,0,0,1,6,3,200,60,263,106,80,54.53,145.9,55.1,1
1228,0,45,0,1,1,6,3,205,60,263,96,68,57.38,145.9,51.6,1
1229,1,70,0,0,1,36,2,292,58,440,91,75,79.04,156.5,73.6,2
1230,1,70,0,1,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1231,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1232,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1233,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1234,1,35,0,1,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1235,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1236,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1237,1,55,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1238,1,55,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1239,1,45,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1240,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1241,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1242,1,70,0,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1243,1,70,1,1,1,36,2,298,58,440,86,64,85.5,153.1,71.6,2
1244,1,70,1,0,1,36,2,298,58,440,86,64,85.5,153.1,71.6,1
1245,1,70,0,1,1,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1246,1,70,0,0,0,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1247,1,70,0,0,1,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1248,1,70,0,0,1,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1249,1,70,1,0,1,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1250,1,70,1,0,1,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1251,1,70,1,0,1,36,2,311,58,440,86,65,87.4,154.5,73.3,2
1252,0,35,0,0,1,45,3,361,69,431,98,70,108.68,178.5,83.65,1
1253,1,55,0,0,1,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1254,1,70,0,0,1,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1255,1,70,0,0,1,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1256,1,70,1,0,1,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1257,1,70,1,0,1,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1258,1,70,1,0,0,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1259,1,70,1,0,1,45,3,361,69,412,87,65,108.68,173.75,73.5,2
1260,1,55,0,0,1,45,3,348,69,431,91,65,106.78,176.5,76.75,2
1261,1,70,0,0,1,45,3,354,69,431,91,52,107.73,183.05,74.2,2
1262,1,70,1,0,1,45,3,354,69,431,101,65,107.73,183.6,75.2,2
1263,1,55,0,0,1,45,3,354,69,431,96,67,107.73,184.5,75.7,2
1264,0,70,1,0,1,45,3,361,69,431,100,70,110.39,182.5,76.2,2
1265,0,70,0,0,1,45,3,355,69,431,104,70,109.06,182.85,77.7,2
1266,0,70,1,0,1,45,2,425,69,558,156,90,130.91,186.5,99.2,2
1267,0,70,1,0,1,45,2,449,69,558,161,110,136.42,186.5,100.4,2
1268,0,70,1,0,1,4,2,549,84,558,151,115,159.41,212.9,101.4,2
1269,0,35,0,0,1,4,2,602,84,534,91,110,175.56,212.9,115.6,2
1270,0,35,0,0,1,6,3,219,60,263,105,83,60.61,146.3,53.6,1
1271,1,70,0,1,1,36,2,313,58,440,95,79,88.73,153.5,73.6,2
1272,1,70,0,0,1,36,2,313,58,440,95,79,88.73,153.5,73.6,2
1273,1,70,0,0,1,36,2,313,58,440,95,79,88.73,153.5,73.6,2
1274,1,70,1,1,0,36,2,313,58,440,95,79,88.73,153.5,73.6,2
1275,1,55,1,0,1,36,2,313,58,440,95,79,88.73,153.5,73.6,2
